ATTEMPT, Time, Performance
10,120.0735,24.38492
10,130.0741,27.11842
10,140.0747,26.76064
10,150.1012,26.76064
10,160.1481,26.76064
10,170.1481,28.06041
10,180.1801,27.19864
10,190.1999,27.14641
10,200.2052,27.31482
10,210.2395,28.42579
10,220.2721,28.42579
10,230.2747,27.98586
10,240.2717,30.30888
10,250.2989,30.97195
10,260.3416,30.11328
10,270.371,29.87796
10,280.3717,29.20788
10,290.3987,30.19946
10,300.4375,31.25525
10,310.4377,31.28987
10,320.4706,30.98366
10,330.4718,31.96686
10,340.4886,32.15541
10,350.4988,31.89117
10,360.5383,31.35916
10,370.5745,31.5735
10,380.5996,31.06361
10,390.6362,30.8183
10,400.6808,32.7771
10,410.6971,35.19946
10,420.6974,35.35234
10,430.7366,34.88083
10,440.7695,34.47787
10,450.8109,34.98551
10,460.8387,35.7831
10,470.8672,37.11585
10,480.8959,38.68587
10,490.8959,40.73553
10,500.9406,40.46909
10,510.976,40.4914
10,520.9958,40.05692
10,531.001,39.85104
10,541.0324,39.45781
10,551.0658,39.43476
10,561.0662,40.49343
10,571.0955,42.6896
10,581.0969,41.79246
10,591.1326,46.03185
11,19.70559,22.365
11,29.70334,22.20012
11,39.70832,22.08144
11,49.72072,21.43073
11,59.71968,20.4029
11,69.72221,22.9478
11,79.72632,23.63744
11,89.72719,23.6131
11,99.72755,23.4863
11,109.7403,22.73535
11,119.7397,24.0876
11,129.74,26.03748
11,139.7402,25.98346
11,149.7419,25.98346
11,159.7428,25.71828
11,169.7449,25.07968
11,179.7453,25.30685
11,189.7557,25.15112
11,199.7613,25.09557
11,209.7622,25.09557
11,219.7658,23.82048
11,229.7761,24.84728
11,239.7773,25.12937
11,249.7797,25.12937
11,259.7806,25.12937
11,269.7807,25.413
11,279.7812,27.06415
11,289.7892,28.23134
11,299.7854,28.0665
11,309.7955,27.99737
11,319.8012,27.75071
11,329.801,25.63511
11,339.8104,26.05643
11,349.8063,26.00511
11,359.807,26.00511
11,369.8156,25.6953
11,379.8179,26.95714
11,389.8204,27.68334
11,399.824,27.48619
11,409.8264,28.15329
11,419.8348,28.09649
11,429.8385,27.00768
11,439.8396,25.98671
11,449.841,26.68373
11,459.8425,25.94588
11,469.8449,25.86673
11,479.8544,25.25919
11,489.8553,24.02097
11,499.8578,26.88666
11,509.8589,26.82083
11,519.8615,26.42515
11,529.864,26.67855
11,539.8665,25.98691
11,549.8758,25.44035
11,559.8773,25.75768
11,569.8834,25.75768
11,579.882,25.71933
11,589.8832,25.31911
11,599.8848,25.12512
12,20.02332,22.49224
12,30.01495,22.23588
12,40.01758,21.96956
12,50.01862,21.71944
12,60.03229,21.93969
12,92.19397,4.396469
12,102.195,4.407105
12,112.1979,4.385969
12,122.2112,4.385969
12,132.2156,17.87921
12,142.2167,23.30351
12,152.2365,23.16553
12,162.2337,23.16553
12,172.2372,23.09285
12,182.2497,21.42548
12,192.248,21.29219
12,202.2742,23.1418
12,212.2947,23.04597
12,222.2936,22.88467
12,232.2955,21.91037
12,242.2956,21.07555
12,252.3078,23.21845
12,262.3097,23.6098
12,272.3121,23.23125
12,282.3174,23.31238
12,292.3271,23.16763
12,302.3307,24.89528
12,312.332,24.31356
12,322.3347,24.09221
12,332.3368,23.96903
12,342.3373,23.31708
12,352.3491,21.23336
12,362.35,23.02006
12,372.3542,22.7371
12,382.3572,22.06736
12,392.3688,22.5341
12,402.3704,24.23198
12,412.3706,26.99197
12,422.3724,26.98577
12,432.3743,26.96149
12,442.375,26.71019
12,452.3756,25.9565
12,462.3781,26.75202
12,472.3906,27.30477
12,482.3927,27.30477
12,492.3904,27.80653
12,502.3943,27.32457
12,512.3945,24.05984
12,522.4023,23.14126
12,532.4097,22.98002
12,542.4132,22.43001
12,552.4164,22.26332
12,562.417,21.98946
12,572.4283,25.67945
12,582.4319,25.95147
12,592.4399,25.95147
ATTEMPT, Time, Performance
13,19.80539,23.31764
13,29.80075,23.19311
13,39.81423,22.54092
13,49.82017,22.27167
13,59.83277,21.84279
13,69.83614,22.49347
13,79.84758,23.26812
13,89.85517,23.26812
13,99.85699,23.26812
13,109.8543,21.90278
13,119.856,23.63249
13,129.8594,24.18821
13,139.8625,24.18821
13,149.873,24.06877
13,159.8745,24.00376
13,169.8755,23.09384
13,179.877,24.03477
13,189.8802,24.03477
13,199.8824,24.0181
13,209.8888,24.0181
13,219.8922,23.15548
13,229.8956,26.29836
13,239.8966,26.25047
13,249.8982,26.25047
13,259.8997,26.12287
13,269.8999,25.18321
13,279.9,25.18792
13,289.9024,26.89976
13,299.9095,26.37055
13,309.9118,26.37055
13,319.9139,26.02773
13,329.9149,25.45168
13,339.9182,24.57451
13,349.9196,24.50365
13,359.9222,24.87758
13,369.9282,24.94224
13,379.939,25.01918
13,389.9367,27.3987
13,399.9359,57.40105
13,409.9362,56.44017
13,419.9363,56.85834
13,429.9376,57.34699
13,439.9427,56.47889
13,449.9393,57.30451
13,459.9413,57.09376
13,469.9471,57.04868
13,479.9465,56.60514
13,489.9478,54.94525
13,499.9518,54.84221
13,509.95,55.80156
13,519.952,55.66358
13,529.9535,56.11453
13,539.954,57.80648
13,549.9559,59.7195
13,559.9579,59.14661
13,569.9581,62.22072
13,579.9608,61.28271
13,589.9688,60.32476
13,599.9683,60.6782
14,19.70478,23.28168
14,29.71989,22.94281
14,39.72261,22.81279
14,49.74863,22.10098
14,59.81289,21.74651
14,69.7522,23.88332
14,79.75502,25.12477
14,89.75826,25.12477
14,99.7645,24.80706
14,109.7911,23.752
14,119.7903,25.80211
14,129.7944,25.23563
14,139.7948,25.23563
14,149.7949,25.23563
14,159.7977,25.23634
14,169.8074,23.63902
14,179.8006,24.09916
14,189.8017,24.4494
14,199.8046,24.46837
14,209.805,24.46837
14,219.8082,24.42277
14,229.8092,24.99736
14,239.8131,25.15615
14,249.8185,25.36675
14,259.8192,25.36675
14,269.821,25.96572
14,279.8273,29.22245
14,289.8328,29.96286
14,299.8364,29.88074
14,309.8382,30.12042
14,319.8388,29.9158
14,329.8406,30.10513
14,339.8429,30.61367
14,349.8431,30.72694
14,359.848,30.47203
14,369.851,30.48037
14,379.8553,29.26178
14,389.8577,29.17179
14,399.8602,28.94556
14,409.8638,28.93431
14,419.8678,28.88252
14,429.8723,28.61511
14,439.8744,27.71525
14,449.8775,28.26982
14,459.8779,28.77794
14,469.8785,28.76933
14,479.8805,28.44437
14,489.8834,28.88807
14,499.8884,30.47022
14,509.891,30.62027
14,519.8937,29.97485
14,529.8967,29.97485
14,539.8995,28.87157
14,549.9014,25.74317
14,559.9022,25.72942
14,569.9034,25.9825
14,579.91,26.74151
14,589.9099,26.66251
14,599.9097,28.51922
15,19.69702,22.63558
15,29.69849,22.43607
15,39.70264,22.25719
15,49.72437,22.15107
15,59.72522,22.55729
15,69.7356,22.59359
15,79.73669,22.8666
15,89.74133,22.38162
15,99.75525,22.26456
15,109.7548,21.75452
15,119.7585,21.18886
15,129.7589,23.81906
15,139.7617,23.98969
15,149.7733,23.94638
15,159.7755,23.89289
15,169.7885,24.14546
15,179.7949,24.67319
15,189.7971,24.65162
15,199.7996,24.65162
15,209.8002,24.61717
15,219.8021,23.32615
15,229.8035,23.94692
15,239.8136,24.10389
15,249.8146,23.97517
15,259.818,23.86047
15,269.8188,23.06307
15,279.8197,23.62793
15,289.8213,25.79772
15,299.8307,26.57222
15,309.8335,26.57222
15,319.8373,26.57222
15,329.8395,27.60189
15,339.8396,29.22612
15,349.8418,29.41399
15,359.843,28.70281
15,369.8519,28.70281
15,379.8556,27.39041
15,389.861,29.23425
15,399.8579,29.12746
15,409.8582,28.47013
15,419.859,28.47013
15,429.8611,27.74961
15,439.8621,27.99986
15,449.8716,29
15,459.874,28.80565
15,469.8774,28.77275
15,479.8798,28.68861
15,489.8837,27.68674
15,499.8903,30.1891
15,509.8942,30.38108
15,519.8962,30.42075
15,529.8986,30.39462
15,539.9006,30.07625
15,549.9037,29.39722
15,559.9091,30.37181
15,569.9098,30.66774
15,579.9136,30.44381
15,589.9144,30.49264
15,599.9146,32.20272
